Company_Name,Company_License,Shipment_ID,Origin,Destination,Planned_Route,Actual_Route,Planned_Timestamp,Actual_Timestamp,Delay_Hours,Delivered_Invoice_ID,Generated_Invoice_ID,Expected_Warehouse,Actual_Warehouse,Customer_Complaint,Route_Deviation,Invoice_Mismatch_Flag,Warehouse_Mismatch_Flag,Complaint_Count,True_Label,Company,Timestamp_Mismatch,Invoice_Mismatch,Warehouse_Mismatch
Himalayan Transporters,LIC-001002,27c62586-26a8-418c-9147-239fc6ea1d09,Siliguri,Nashik,Delhi -> Cuttack via NH5,Patna -> Pimpri via NH10,2018-08-02 11:33:54,2019-04-19 10:11:40,25.364,GEN-489a74,GEN-c69ac3,Patna_WH,Ecom Express_ALT_WH_13,Refund/Return,0,0,0,0,0,CargoPro,,,
Rivigo,LIC-001020,8b9b8f0c-7be4-42e8-aa80-3bf2f26e8472,Kolkata,Ahmedabad,Visakhapatnam -> Bhagalpur via NH48,Coimbatore -> Chennai -> Faridabad via NH29,2020-11-03 10:48:09,2020-05-27 02:18:35,24.6567,GEN-220fc5,GEN-ddc3f8,Thane_WH,Delhivery_ALT_WH_23,No Complaint,1,0,0,4,0,CargoPro,,,
Delhivery,LIC-001018,a9fcbbd4-4a5f-4903-8d3d-0f69edb45ae8,Jalandhar,Mysore,Mumbai -> Guwahati via NH62,Vijayawada -> Indore via NH47,2019-03-15 05:23:33,2019-05-03 18:35:23,19.2858,GEN-98f200,GEN-8f31c5,Nagpur_WH,Gateway Distriparks_ALT_WH_12,No Complaint,0,1,0,-1,0,CargoPro,,,
Karla Transports,LIC-001012,39c764d1-a872-4a1b-b934-5dafbcd38f7c,Agra,Siliguri,Thane -> Kolkata via NH36,Siliguri -> Kanpur -> Surat via NH1,2018-09-24 20:10:43,2019-08-28 15:00:13,13.6626,GEN-23b1e8,GEN-6b839d,Delhi_WH,Mahindra Logistics_ALT_WH_24,No Complaint,0,0,0,4,1,CargoPro,1.0,,1.0
RedExpress Logistics,LIC-001016,9dae3e7d-ff9b-4abb-9553-18bd8d28b2b0,Siliguri,Mysore,Lucknow -> Thane via NH27,Thane -> Kanpur via NH27,2018-07-25 20:23:22,2019-09-08 10:42:51,18.5674,GEN-555491,GEN-f8118a,Jalandhar_WH,RedExpress Logistics_ALT_WH_28,No Complaint,0,0,0,3,0,CargoPro,,,
TCI Express,LIC-001015,41bad944-ccb7-4abb-82fd-c5c19875b7db,Siliguri,Guwahati,Bhopal -> Nagpur via NH25,Rourkela -> Chennai via NH65,2019-05-12 21:45:57,2018-11-13 19:52:30,27.4882,GEN-ffd86b,GEN-9979e5,Vadodara_WH,Rivigo_ALT_WH_37,No Complaint,0,0,0,0,0,CargoPro,,,
Om Logistics,LIC-001003,f2714c54-79d3-4a7d-b5f2-7ce42f29da20,Kolkata,Lucknow,Noida -> Meerut via NH12,Faridabad -> Coimbatore via NH59,2018-04-17 02:45:51,2018-11-15 16:30:09,13.94,GEN-64d3e4,GEN-e8a48d,Guwahati_WH,Delhivery_ALT_WH_14,Refund/Return,1,0,0,-7,1,GhostLogi,,,1.0
Delhivery,LIC-001022,0eaedc09-c679-456b-98ef-a80fe143e96f,Meerut,Faridabad,Aligarh -> Patna via NH32,Aligarh -> Jalandhar via NH29,2020-05-01 15:40:24,2020-01-04 05:19:30,23.5574,GEN-047f74,GEN-8a558a,Delhi_WH,Gateway Distriparks_ALT_WH_29,No Complaint,0,0,0,0,0,LogiTrust,,,
Mahindra Logistics,LIC-001002,cf5cd9db-2584-4717-b812-781d0cfe7d1c,Chennai,Rajkot,Amritsar -> Noida via NH18,Agra -> Surat via NH61,2019-03-24 10:45:54,2018-04-08 05:29:31,26.6851,GEN-a543da,GEN-c9de63,Bhagalpur_WH,VRL Logistics_ALT_WH_13,No Complaint,0,0,0,3,0,CargoPro,,,
Rivigo,LIC-001006,b30fac03-10ea-4ff2-82d3-0193a8d6b26d,Ahmedabad,Thane,Indore -> Guwahati via NH61,Agra -> Jalandhar via NH29,2020-11-17 16:33:40,2019-04-16 02:20:14,20.7945,GEN-76421b,GEN-56f7b0,Jodhpur_WH,Delhivery_ALT_WH_44,No Complaint,0,0,0,4,0,LogiTrust,,,
Ecom Express,LIC-001004,f0bb1dba-1510-4720-affa-a358aab157e4,Patna,Noida,Meerut -> Kanpur via NH26,Bhopal -> Cuttack via NH57,2020-12-10 15:35:50,2019-04-08 20:54:10,25.3273,GEN-1e320c,GEN-397b84,Jaipur_WH,RedExpress Logistics_ALT_WH_16,No Complaint,0,0,0,1,1,SafeTrans,,,1.0
Gati,LIC-001002,89c953ea-b8d8-433a-8b98-6e3c9c23147e,Nashik,Bengaluru,Udaipur -> Coimbatore via NH59,Coimbatore -> Guwahati via NH19,2020-02-25 04:20:07,2018-02-23 01:21:15,21.4663,GEN-9c6e26,GEN-c480da,Surat_WH,Ecom Express_ALT_WH_13,No Complaint,0,0,0,0,1,CargoPro,1.0,,
Shree Logistics,LIC-001024,c0febc2d-150d-4695-a2c5-e9fe803af3f4,Jodhpur,Mysore,Noida -> Jalandhar via NH59,Kolkata -> Jodhpur via NH37,2018-07-26 06:38:22,2019-04-09 21:28:07,13.0066,GEN-09d297,GEN-011a3c,Vadodara_WH,Bhopal_WH,No Complaint,0,0,0,1,0,SafeTrans,,,
Ecom Express,LIC-001004,82b6b129-30df-45aa-abf0-3d57111c2a35,Chennai,Amritsar,Surat -> Mumbai via NH36,Noida -> Lucknow via NH57,2018-05-08 10:35:55,2018-09-13 19:19:52,15.5421,GEN-9906aa,GEN-847894,Agra_WH,Patna_WH,No Complaint,0,0,0,4,0,SafeTrans,,,
Aparna Freight,LIC-001016,8625a9cf-6332-4d38-b064-2a315598f200,Ahmedabad,Meerut,Pimpri -> Nagpur via NH15,Cuttack -> Mysore via NH8,2019-04-26 18:00:03,2020-04-02 01:00:21,24.4211,GEN-cb3ecc,GEN-5eb235,Mysore_WH,Ecom Express_ALT_WH_1,Refund/Return,1,0,0,0,0,CargoPro,,,
Gati,LIC-001013,91652f3b-b819-4ff0-845a-bd53e049813c,Bhopal,Patna,Bhopal -> Rajkot via NH49,Thane -> Kolkata via NH36,2020-04-23 12:37:42,2020-05-18 04:59:44,24.9719,GEN-9a0ebc,GEN-72378d,Hyderabad_WH,Bhagalpur_WH,No Complaint,0,0,0,-2,0,LogiTrust,,,
TCI Express,LIC-001024,8152186e-7f3c-416c-989b-f5f1ca7edef7,Bengaluru,Madurai,Delhi -> Bhopal via NH38,Delhi -> Jalandhar -> Visakhapatnam via NH58,2018-09-08 16:39:19,2020-08-29 22:56:41,12.2069,GEN-6076fc,GEN-9548e0,Kanpur_WH,Rivigo_ALT_WH_40,Refund/Return,0,0,0,2,0,SafeTrans,,,
DTDC,LIC-001013,675fed08-ebd6-4c38-bd5f-d188d0afeb19,Cuttack,Chennai,Faridabad -> Mysore via NH1,Jodhpur -> Meerut via NH58,2019-05-02 20:47:02,2019-05-13 00:58:40,12.7064,GEN-5cfb11,GEN-884aa4,Hyderabad_WH,Pune_WH,No Complaint,0,0,0,3,0,CargoPro,,,
Sical,LIC-001022,e039b1c2-99ab-43b2-be2a-270316986d99,Pimpri,Noida,Delhi -> Bhagalpur via NH25,Thane -> Kanpur via NH36,2020-08-10 16:28:46,2020-08-10 04:34:35,10.3641,GEN-d72bbf,GEN-0eb9f6,Hyderabad_WH,Hyderabad_WH,No Complaint,0,0,0,2,0,SafeTrans,,,
Sparex Couriers,LIC-001004,53d28d09-9fc5-49b7-b5d7-346ed4a1c511,Noida,Guwahati,Faridabad -> Jaipur via NH29,Jodhpur -> Coimbatore via NH56,2019-10-22 11:02:14,2020-05-23 13:11:49,20.5085,GEN-083c1f,GEN-7b08c9,Kolkata_WH,Bhagalpur_WH,No Complaint,0,0,0,0,0,SafeTrans,,,
RapidShip India,LIC-001020,9af21dda-ed37-4d4d-8eb2-c643fb978063,Coimbatore,Thane,Madurai -> Agra via NH45,Siliguri -> Vijayawada via NH54,2018-05-10 12:39:15,2019-03-07 12:57:35,19.1868,GEN-758c7f,GEN-71dffd,Thane_WH,RedExpress Logistics_ALT_WH_8,No Complaint,0,0,0,3,0,SafeTrans,,,
Rivigo,LIC-001012,6596e538-e0a6-4eb7-866b-71a0b3be9068,Agra,Visakhapatnam,Pimpri -> Guwahati via NH51,Surat -> Thane via NH38,2018-08-25 10:37:31,2018-07-31 09:09:14,22.6758,GEN-aa66e4,GEN-49f783,Pimpri_WH,RedExpress Logistics_ALT_WH_30,No Complaint,1,0,0,-3,1,SafeTrans,,,
Snowman Logistics,LIC-001018,ae0f7910-c967-4a3f-93ad-b07e6077cfb6,Pimpri,Patna,Cuttack -> Pune via NH66,Rourkela -> Jodhpur via NH32,2018-01-14 06:18:58,2019-04-02 22:39:57,21.7379,GEN-fd3878,GEN-89e01c,Ahmedabad_WH,Ecom Express_ALT_WH_21,No Complaint,0,0,0,2,0,LogiTrust,,,
Prime Couriers,LIC-001014,89c43edd-e917-45d3-a880-e37390b0b8f3,Meerut,Madurai,Coimbatore -> Ahmedabad via NH66,Cuttack -> Aligarh via NH30,2019-02-21 22:55:50,2018-02-13 18:23:27,21.1693,GEN-d3807c,GEN-461b6d,Jaipur_WH,Gateway Distriparks_ALT_WH_44,Refund/Return,0,-1,0,1,0,SafeTrans,,,
Himalayan Transporters,LIC-001002,2c5b12ff-9e3d-4051-bc6b-40b3493aa33e,Delhi,Siliguri,Guwahati -> Bengaluru via NH56,Mumbai -> Noida -> Agra via NH6,2020-08-29 06:30:30,2019-04-14 20:07:29,23.7626,GEN-e6af6f,GEN-3c8e38,Meerut_WH,Delhivery_ALT_WH_37,Refund/Return,0,0,0,6,0,SafeTrans,,,
RapidShip India,LIC-001020,ccd54424-e792-45ae-9673-531bce5c53aa,Mumbai,Indore,Bhopal -> Nagpur via NH53,Faridabad -> Indore via NH7,2020-01-04 20:29:39,2019-12-23 04:14:06,25.3616,GEN-06956f,GEN-2c2b62,Bhopal_WH,Rivigo_ALT_WH_37,1,1,0,0,3,1,SafeTrans,,,1.0
Prime Couriers,LIC-001020,2b8c9c0b-1dba-4e8f-849d-aa13b7ff731a,Patna,Jodhpur,Aligarh -> Kolkata via NH58,Surat -> Coimbatore via NH61,2020-11-06 14:48:45,2018-08-09 18:40:28,27.4791,GEN-f775d4,GEN-0c9bce,Jodhpur_WH,RedExpress Logistics_ALT_WH_25,No Complaint,0,0,1,4,0,LogiTrust,,,
Aparna Freight,LIC-001007,def17084-92fa-448e-abf1-33006ca6f54a,Faridabad,Madurai,Aligarh -> Amritsar via NH33,Bhopal -> Patna via NH6,2019-12-18 18:16:52,2019-10-26 11:47:43,30.0415,GEN-dc4b6a,GEN-e3ab8e,Hyderabad_WH,Gateway Distriparks_ALT_WH_33,No Complaint,0,0,0,-2,0,SafeTrans,,,
RedExpress Logistics,LIC-001003,4bd23a9a-1fd2-4c91-983d-b08374b861c4,Kanpur,Noida,Mumbai -> Vijayawada via NH42,Ahmedabad -> Kanpur -> Aligarh via NH57,2019-12-03 15:12:10,2018-12-13 05:10:11,16.8291,GEN-49813c,GEN-a013ab,Noida_WH,Rivigo_ALT_WH_40,1,1,1,0,1,1,ScamTrans,1.0,1.0,
Himalayan Transporters,LIC-001023,6af13744-dda1-4923-8610-d8ed87d78ba9,Bhagalpur,Rajkot,Amritsar -> Madurai via NH11,Chennai -> Jalandhar via NH58,2020-01-31 08:40:29,2018-08-08 17:51:45,28.6192,GEN-3edefc,GEN-b4afb2,Patna_WH,Gateway Distriparks_ALT_WH_28,No Complaint,0,0,0,2,0,LogiTrust,,,
Safexpress,LIC-001016,f3627f1e-91c1-4037-8077-62e378a9a79c,Kanpur,Thane,Delhi -> Bhagalpur via NH61,Lucknow -> Chennai via NH38,2019-09-13 04:37:51,2020-07-03 21:44:58,23.4271,DEL-ERR-69838,GEN-096230,Madurai_WH,Delhivery_ALT_WH_18,Refund/Return,0,0,0,1,0,LogiTrust,,,
FedEx India,LIC-001016,b71ca5c2-e520-4288-b6b8-626b86c79fae,Hyderabad,Guwahati,Nashik -> Indore via NH32,Nashik -> Rajkot via NH13,2018-03-08 02:26:40,2019-04-29 12:03:18,14.6447,GEN-ce23ab,GEN-ff5493,Jaipur_WH,Indore_WH,Refund/Return,0,0,0,2,0,LogiTrust,,,
Om Logistics,LIC-001003,f896d84f-530e-4621-a56f-d7d2a4509534,Pimpri,Meerut,Ahmedabad -> Guwahati via NH39,Bhopal -> Vijayawada via NH32,2018-08-28 15:19:10,2018-08-29 02:02:27,21.1343,GEN-f2e6aa,GEN-2c09ac,Vadodara_WH,Rivigo_ALT_WH_2,Refund/Return,1,0,0,-3,0,SafeTrans,,,
Snowman Logistics,LIC-001023,ede10a53-9343-432c-8604-7ecc5d4a2a8b,Noida,Mysore,Ahmedabad -> Faridabad via NH49,Jodhpur -> Aligarh -> Siliguri via NH18,2019-05-14 05:35:53,2020-06-15 05:24:48,35.0471,GEN-b76f26,GEN-217fcd,Jaipur_WH,Kanpur_WH,No Complaint,0,0,0,1,0,LogiTrust,,,
UrbanMove Logistics,LIC-001018,25499776-5191-45b3-aede-fdc68bfd3163,Bhopal,Guwahati,Faridabad -> Siliguri via NH40,Rourkela -> Vadodara -> Pune via NH19,2019-07-30 12:11:03,2018-07-08 16:16:39,26.0057,GEN-cec134,GEN-a0b16c,Jalandhar_WH,Gateway Distriparks_ALT_WH_49,No Complaint,0,0,0,3,0,LogiTrust,,,
Prime Couriers,LIC-001023,d0590fd7-42e8-4b90-89dc-3535172a59df,Nashik,Jodhpur,Mysore -> Noida via NH49,Coimbatore -> Faridabad via NH27,2019-12-24 17:35:19,2019-04-10 11:19:06,22.4325,GEN-e72836,GEN-3d581b,Noida_WH,Gateway Distriparks_ALT_WH_17,Refund/Return,0,0,0,2,0,SafeTrans,,,
Shree Logistics,LIC-001015,b63bf3ce-55eb-4211-9a6a-9879c356ef2f,Visakhapatnam,Cuttack,Jalandhar -> Madurai via NH54,Indore -> Noida via NH22,2020-01-21 21:59:06,2018-11-22 11:05:23,21.0381,GEN-d79be0,GEN-c0bc96,Rourkela_WH,Indore_WH,Refund/Return,0,0,0,-2,0,LogiTrust,,,
Coastal Cargo,LIC-001011,cc1eeee4-8a8e-4dcc-8803-7f49116ef657,Aligarh,Rourkela,Chennai -> Nashik via NH49,Bhopal -> Madurai via NH47,2019-01-10 15:21:44,2019-11-11 16:32:41,22.379,GEN-5a30c6,GEN-fc2ce3,Coimbatore_WH,Delhivery_ALT_WH_42,1,0,0,0,0,1,SafeTrans,,,1.0
Coastal Cargo,LIC-001008,8aaee05d-10a1-4b5f-82fe-7b36be7154a4,Coimbatore,Mysore,Kanpur -> Hyderabad via NH54,Vijayawada -> Nagpur via NH12,2018-01-17 01:57:39,2020-06-26 06:18:57,6.4688,GEN-99351a,GEN-e209f6,Chennai_WH,Lucknow_WH,Refund/Return,1,0,0,3,0,CargoPro,,,
Gati,LIC-001017,f2984439-843f-417a-97dd-15ccf9aba9e5,Meerut,Kanpur,Kanpur -> Kolkata via NH4,Cuttack -> Lucknow via NH37,2020-05-27 18:12:59,2019-01-20 15:39:29,17.0149,GEN-533950,GEN-9536b1,Indore_WH,Gateway Distriparks_ALT_WH_27,Refund/Return,0,0,0,3,0,LogiTrust,,,
Safexpress,LIC-001017,7a5108a5-e2a7-4fb0-b832-925d0861d738,Madurai,Bhopal,Vijayawada -> Visakhapatnam via NH11,Visakhapatnam -> Madurai via NH12,2019-06-26 18:35:13,2020-03-08 11:37:34,15.15,GEN-f31295,GEN-77d872,Rourkela_WH,Gateway Distriparks_ALT_WH_44,Refund/Return,1,0,0,0,0,CargoPro,,,
Sparex Couriers,LIC-001013,d6cfa2c9-495f-403e-baa7-c246d301df96,Madurai,Lucknow,Udaipur -> Noida via NH28,Nagpur -> Nashik via NH16,2018-01-13 16:52:32,2020-08-11 20:35:17,19.2317,GEN-4733de,GEN-1c6039,Jodhpur_WH,Mahindra Logistics_ALT_WH_8,No Complaint,0,0,0,2,0,SafeTrans,,,
Ecom Express,LIC-001005,808563f7-c4e6-4665-bee1-30205570b9a1,Visakhapatnam,Amritsar,Visakhapatnam -> Patna via NH18,Hyderabad -> Siliguri via NH17,2020-01-18 11:27:16,2020-05-25 03:24:40,15.4958,GEN-479fec,GEN-5eb235,Kolkata_WH,Mahindra Logistics_ALT_WH_29,Refund/Return,1,0,0,5,0,LogiTrust,,,
FedEx India,LIC-001022,dd448e94-48ef-4cc3-8cbd-b22fbbe622de,Guwahati,Jodhpur,Coimbatore -> Thane via NH32,Meerut -> Nashik via NH55,2020-01-09 15:46:22,2018-09-13 00:40:56,32.5153,GEN-b321df,GEN-0f1beb,Rourkela_WH,Gateway Distriparks_ALT_WH_25,No Complaint,0,0,0,1,0,SafeTrans,,,
Blue Dart,LIC-001012,49c1acb4-9d57-48c1-b016-bb40dc00e8da,Patna,Noida,Patna -> Bhagalpur via NH57,Chennai -> Coimbatore -> Indore via NH28,2018-03-31 09:02:13,2019-01-11 15:21:44,16.7746,GEN-cf053b,GEN-370d82,Patna_WH,Ecom Express_ALT_WH_45,Refund/Return,0,0,0,0,0,CargoPro,,,
Coastal Cargo,LIC-001016,4f7a1e89-49b3-4e3c-816a-55b72f51a273,Udaipur,Chennai,Rourkela -> Jodhpur via NH24,Indore -> Nashik via NH40,2020-02-10 11:18:21,2018-09-15 23:08:57,16.9557,GEN-689888,GEN-407906,Ahmedabad_WH,Rivigo_ALT_WH_29,No Complaint,0,0,0,3,0,SafeTrans,,,
Gati,LIC-001005,08862aa2-d2f9-4bbd-a671-d9bffcafddf2,Bhagalpur,Jodhpur,Jalandhar -> Agra via NH9,Noida -> Bhopal via NH38,2020-12-16 21:30:33,2019-09-12 14:34:25,20.6688,GEN-ada3d8,GEN-3052e2,Surat_WH,Ecom Express_ALT_WH_19,No Complaint,0,0,0,0,0,LogiTrust,,,
Coastal Cargo,LIC-001008,b6720cd6-b9ed-4922-aa97-6fc73bc96fba,Pimpri,Siliguri,Cuttack -> Indore via NH65,Chennai -> Delhi via NH62,2018-08-02 22:05:56,2020-05-18 14:22:31,25.2963,GEN-ca21a5,GEN-68b361,Siliguri_WH,Gateway Distriparks_ALT_WH_4,Refund/Return,0,0,0,3,0,LogiTrust,,,
RedExpress Logistics,LIC-001017,91ccb99f-2bb7-4ba8-b1e7-d08ef1584f87,Bhopal,Chennai,Coimbatore -> Bengaluru via NH57,Agra -> Meerut -> Surat via NH6,2018-10-28 13:25:52,2018-03-08 04:44:02,11.4264,GEN-8d5dbc,GEN-148bde,Delhi_WH,RedExpress Logistics_ALT_WH_26,No Complaint,0,0,0,0,0,CargoPro,,,
Snowman Logistics,LIC-001008,0783e816-75b5-46e6-b346-a9c89d01609b,Bhopal,Kanpur,Surat -> Pune via NH19,Vijayawada -> Bhagalpur via NH16 via_alt_66,2018-04-28 09:28:21,2020-06-26 18:31:43,23.7877,GEN-a3882e,GEN-ebd3d6,Mumbai_WH,Kolkata_WH,No Complaint,0,0,1,1,1,ScamTrans,,1.0,
Delhivery,LIC-001009,0cd31f2c-48bd-4722-afcb-0fc53e787c8e,Vadodara,Udaipur,Pune -> Faridabad via NH20,Visakhapatnam -> Faridabad -> Pimpri via NH27,2018-10-19 09:29:53,2019-05-23 10:34:13,34.3049,GEN-c3a271,GEN-3c0c2d,Siliguri_WH,Mahindra Logistics_ALT_WH_20,1,1,0,0,0,1,LogiTrust,,1.0,
FedEx India,LIC-001006,02fdddb9-6947-4dae-9cbd-386fb93d581b,Guwahati,Pune,Rajkot -> Jaipur via NH10,Rourkela -> Madurai -> Rajkot via NH38,2018-10-15 04:45:34,2019-12-10 08:28:39,27.8503,GEN-3fa2f7,GEN-5ae265,Coimbatore_WH,Gateway Distriparks_ALT_WH_12,No Complaint,0,0,0,-2,0,CargoPro,,,
Sical,LIC-001023,afb06cdf-d215-421e-a802-b0cb2fc69cf8,Bhagalpur,Agra,Bhopal -> Lucknow via NH13,Rourkela -> Kanpur via NH57,2018-03-31 01:29:20,2020-01-22 00:01:39,28.343,GEN-56f7b0,GEN-a791ed,Coimbatore_WH,Rourkela_WH,No Complaint,-1,0,0,4,0,LogiTrust,,,
Mahindra Logistics,LIC-001021,a7f4a18c-5ae2-4781-9765-184a610c1fe8,Nashik,Nashik,Pimpri -> Ahmedabad via NH51,Jaipur -> Surat -> Pimpri via NH64,2020-03-12 10:29:45,2019-02-15 07:37:10,19.0801,GEN-3daafa,GEN-027ce2,Patna_WH,Rivigo_ALT_WH_21,Refund/Return,-1,0,0,-1,0,LogiTrust,,,
Delhivery,LIC-001010,8ed58360-0f9f-415e-a868-2a97f15382b0,Indore,Aligarh,Agra -> Bengaluru via NH56,Nashik -> Coimbatore via NH17,2019-02-17 14:19:20,2020-05-22 08:07:25,15.5062,DEL-ERR-92263,GEN-69d001,Noida_WH,Delhivery_ALT_WH_23,Refund/Return,0,0,0,-3,0,SafeTrans,,,
RedExpress Logistics,LIC-001003,e67f4be0-5871-4823-bde7-8de6c6474f34,Patna,Kolkata,Cuttack -> Patna via NH23,Coimbatore -> Amritsar via NH53,2019-01-30 06:32:34,2018-10-26 03:02:17,22.5946,GEN-84f126,GEN-4db022,Chennai_WH,RedExpress Logistics_ALT_WH_8,No Complaint,1,0,0,-2,1,LogiTrust,,,
Sparex Couriers,LIC-001024,6b133dbd-e756-4db4-9480-217bcf4acd41,Kanpur,Bengaluru,Pimpri -> Coimbatore via NH27,Amritsar -> Siliguri via NH34,2019-10-29 10:11:00,2020-09-12 22:52:07,16.1437,GEN-a7ecff,GEN-92a165,Aligarh_WH,Delhivery_ALT_WH_3,Refund/Return,0,0,0,1,0,SafeTrans,,,
Delhivery,LIC-001022,cc1eeee4-8a8e-4dcc-8803-7f49116ef657,Coimbatore,Meerut,Madurai -> Visakhapatnam via NH7,Guwahati -> Cuttack -> Jaipur via NH56,2020-08-02 05:32:11,2018-06-08 18:18:40,21.3516,GEN-bb09a3,GEN-083c1f,Meerut_WH,Mahindra Logistics_ALT_WH_31,Refund/Return,0,0,0,-1,0,LogiTrust,,,
Himalayan Transporters,LIC-001022,ccd54424-e792-45ae-9673-531bce5c53aa,Pimpri,Vadodara,Pune -> Delhi via NH50,Pimpri -> Kolkata via NH31 via_alt_51,2019-05-07 03:56:24,2018-01-04 11:20:12,25.5975,GEN-303378,GEN-39f77b,Pune_WH,Gateway Distriparks_ALT_WH_4,No Complaint,0,0,1,0,0,CargoPro,,,
Shree Logistics,LIC-001016,9ae8be31-d10c-46b8-a489-38147aaad74b,Bengaluru,Pimpri,Noida -> Guwahati via NH19,Noida -> Madurai via NH40,2018-11-07 20:52:29,2019-08-20 14:11:04,27.8646,GEN-f785cb,GEN-e8ee91,Mumbai_WH,RedExpress Logistics_ALT_WH_1,Refund/Return,0,0,0,0,0,LogiTrust,,,
UrbanMove Logistics,LIC-001021,cdfc067e-61fc-4856-b699-bea5b65c5232,Cuttack,Bengaluru,Chennai -> Pune via NH3,Thane -> Nagpur via NH44,2018-09-02 17:18:19,2019-08-08 01:08:59,34.4565,DEL-ERR-35235,GEN-8907e1,Meerut_WH,Aligarh_WH,No Complaint,1,0,0,1,0,SafeTrans,,,
Delhivery,LIC-001021,759b87a2-7004-46cf-bfec-63f96d70f72e,Vadodara,Noida,Udaipur -> Noida via NH6,Vadodara -> Jaipur via NH26 via_alt_79,2020-10-26 01:05:50,2019-05-16 02:27:02,27.5594,GEN-ddc3f8,GEN-dd5200,Nagpur_WH,Mahindra Logistics_ALT_WH_39,No Complaint,0,0,0,1,0,SafeTrans,,,
Prime Couriers,LIC-001008,db236864-8344-4a11-bf3b-ef569da6b8b7,Bhagalpur,Udaipur,Thane -> Bhopal via NH50,Mysore -> Madurai via NH61,2020-04-19 18:26:17,2019-12-01 20:31:35,9.3931,GEN-5cfb11,GEN-30b5db,Pimpri_WH,Ecom Express_ALT_WH_17,No Complaint,0,0,0,-1,0,CargoPro,,,
Vijay Packers,LIC-001008,6c4339a8-b809-4547-b17f-bf5010c07693,Pune,Chennai,Visakhapatnam -> Jalandhar via NH48,Mumbai -> Rourkela via NH35,2018-08-18 20:07:35,2019-07-14 13:04:24,27.7194,GEN-db9400,GEN-b1b509,Nashik_WH,Vadodara_WH,Refund/Return,-1,1,0,0,0,LogiTrust,,,
Mahindra Logistics,LIC-001003,213a2d5e-aeff-4e45-8dab-8c7eba615618,Patna,Meerut,Ahmedabad -> Hyderabad via NH2,Vijayawada -> Rajkot via NH60,2020-09-12 18:16:21,2020-01-02 01:39:36,27.0522,GEN-180282,GEN-b861c4,Jaipur_WH,Gateway Distriparks_ALT_WH_4,Refund/Return,0,-1,0,3,0,LogiTrust,,,
Gateway Distriparks,LIC-001013,46b66c67-472f-43cd-b599-0752f369ba64,Mumbai,Vadodara,Kanpur -> Meerut via NH44,Meerut -> Amritsar via NH5,2019-04-12 14:19:32,2019-05-09 22:49:06,23.0834,GEN-133f2e,GEN-0fb070,Noida_WH,Mahindra Logistics_ALT_WH_38,Refund/Return,0,1,0,0,0,CargoPro,,,
Coastal Cargo,LIC-001023,14de1cee-3245-40bb-a4b0-bf625d44ec59,Rajkot,Visakhapatnam,Nashik -> Rajkot via NH62,Nagpur -> Bhopal via NH48,2019-04-26 20:34:25,2018-11-17 17:15:24,31.2919,GEN-438c9e,GEN-e6e68a,Pimpri_WH,Ecom Express_ALT_WH_40,Refund/Return,0,0,1,-1,0,LogiTrust,,,
Rivigo,LIC-001007,7bfccd5a-3c9b-4b6d-8551-df9d87208507,Bengaluru,Meerut,Rajkot -> Delhi via NH12,Thane -> Vadodara via NH24 via_alt_25,2019-03-29 04:18:26,2020-03-18 16:00:25,25.6919,GEN-166b1b,GEN-0d87bc,Mumbai_WH,Mahindra Logistics_ALT_WH_29,Refund/Return,0,0,0,1,0,LogiTrust,,,
Coastal Cargo,LIC-001014,1795318e-9384-4c6b-9675-aac5b5eb2a75,Rourkela,Jodhpur,Guwahati -> Pimpri via NH53,Nashik -> Siliguri via NH46,2019-07-30 15:35:00,2020-08-21 16:30:32,28.2033,GEN-af4d52,GEN-06adcb,Patna_WH,RedExpress Logistics_ALT_WH_22,No Complaint,0,0,0,0,0,SafeTrans,,,
Aparna Freight,LIC-001021,ec086540-4738-486d-ac14-9b441f2a50be,Vijayawada,Siliguri,Chennai -> Nagpur via NH23,Pimpri -> Visakhapatnam -> Mysore via NH38,2018-07-25 11:24:08,2020-01-07 19:26:56,23.1842,GEN-d82694,GEN-24fdd9,Udaipur_WH,Coimbatore_WH,No Complaint,0,0,0,3,0,LogiTrust,,,
National Cargo,LIC-001016,24feacdf-dbd4-418d-81f1-de2b15a10b66,Nagpur,Nashik,Guwahati -> Bhagalpur via NH29,Indore -> Cuttack -> Nagpur via NH39,2018-10-28 07:58:21,2019-10-14 07:29:37,25.5291,GEN-b4a66e,GEN-fc5c9d,Amritsar_WH,Ecom Express_ALT_WH_20,No Complaint,0,0,0,2,0,LogiTrust,,,
Karla Transports,LIC-001005,4bd637b8-83cf-440d-9271-8cd04054ec5a,Coimbatore,Nagpur,Indore -> Vadodara via NH53,Madurai -> Jodhpur via NH44,2020-09-11 20:46:58,2018-08-19 22:18:08,29.4539,GEN-18c10c,GEN-1c2a35,Guwahati_WH,Mahindra Logistics_ALT_WH_10,Refund/Return,0,0,1,1,0,CargoPro,,,
Om Logistics,LIC-001020,2412611a-8f77-4c78-8823-c16f0e648cc6,Indore,Siliguri,Madurai -> Visakhapatnam via NH27,Visakhapatnam -> Surat via NH19,2018-04-19 02:37:23,2018-09-30 23:03:31,29.5453,GEN-7e19cd,GEN-5d961c,Cuttack_WH,Blue Dart_ALT_WH_34,Refund/Return,1,0,0,3,0,CargoPro,,,
